Compound,Date,Media Sources,Negative,Neutral,Positive,Tweet,Tweets Ago
0.3306,Sat Feb 02 13:31:00 +0000 2019,@CNN,0.0,0.895,0.105,"Is breakfast really the most important meal of the day?

A new study finds that eating breakfast may not actually h… https://t.co/buPkxSKlNU",58
-0.2584,Sat Feb 02 13:14:57 +0000 2019,@CNN,0.12,0.88,0.0,"Punxsutawney Phil predicts spring will come early.

Here's why you shouldn't get too excited, though.… https://t.co/dq3Q5Nyc68",59
-0.6705,Sat Feb 02 13:01:05 +0000 2019,@CNN,0.231,0.769,0.0,"European colonizers killed so many Native Americans that it changed the global climate, researchers say… https://t.co/VvlN1zAhxx",60
-0.5106,Sat Feb 02 12:31:00 +0000 2019,@CNN,0.223,0.777,0.0,The argument over coffee's health impact dates back centuries. Here's a look at coffee's controversial history and… https://t.co/iBx6p8lHu1,61
0.0,Sat Feb 02 12:02:01 +0000 2019,@CNN,0.0,1.0,0.0,"RT @CNNTonight: ""People are going to have their opinions about whatever, and all I can deal with right now is what my heart says."" - Gladys…",62
0.3182,Sat Feb 02 12:01:05 +0000 2019,@CNN,0.0,0.892,0.108,The House Democratic Women's Working Group is inviting women to wear white to President Trump's State of the Union… https://t.co/ASPppyRVKh,63
-0.3818,Sat Feb 02 11:31:00 +0000 2019,@CNN,0.12,0.88,0.0,The US government has given CNN an inside look at the Pentagon’s work on “deepfakes” — those manipulated videos tha… https://t.co/zSFfzy3iJX,64
0.0,Sat Feb 02 11:01:06 +0000 2019,@CNN,0.0,1.0,0.0,US cities as cold as the Arctic. An Australian inferno. The UK covered in snow. It's only one month into 2019 and e… https://t.co/pm4sWV5ifQ,65
0.0,Sat Feb 02 10:31:00 +0000 2019,@CNN,0.0,1.0,0.0,This could be the world's heaviest avocado https://t.co/dYXt28sD1e https://t.co/pN20perh6V,66
-0.802,Sat Feb 02 10:01:05 +0000 2019,@CNN,0.353,0.647,0.0,"Marijuana possession cases, regardless of quantity or a person's criminal record, will no longer be prosecuted in B… https://t.co/se1NjuEPmc",67
0.5994,Sat Feb 02 09:31:00 +0000 2019,@CNN,0.0,0.813,0.187,Many fans attending Super Bowl 53 are flying in via Hartsfield-Jackson Atlanta International Airport. Here's what t… https://t.co/WZHDOCA0QA,68
0.4019,Sat Feb 02 09:01:02 +0000 2019,@CNN,0.0,0.881,0.119,An 11-year-old girl began asking nursing home residents what three things in the world they wish they had right now… https://t.co/y1NenDX44M,69
0.25,Sat Feb 02 08:31:00 +0000 2019,@CNN,0.0,0.867,0.133,This self-taught teen pianist plays with four fingers and two prosthetic legs https://t.co/DmhJaxU3ZI https://t.co/fX83AbxPDk,70
-0.5574,Sat Feb 02 08:01:03 +0000 2019,@CNN,0.159,0.841,0.0,An undocumented worker fired from President Trump's New Jersey golf club will be in attendance at Trump's State of… https://t.co/Ro4FL1lFke,71
0.5622,Sat Feb 02 07:31:00 +0000 2019,@CNN,0.0,0.795,0.205,"With a top speed of 207 mph and a starting price of around $215,000, the 2019 Bentley Continental GT is performance… https://t.co/4eEDSvutdf",72
0.1779,Sat Feb 02 07:16:07 +0000 2019,@CNN,0.0,0.909,0.091,"A massive hole two-thirds the size of Manhattan has been discovered growing in an Antarctic glacier, signaling rapi… https://t.co/lZjcpTMqwz",73
0.1531,Sat Feb 02 07:01:05 +0000 2019,@CNN,0.0,0.922,0.078,"Captain Rosemary Mariner, the first woman to fly a tactical fighter jet in the US Navy, will receive the first-ever… https://t.co/x4Ldnu4Bp3",74
-0.4939,Sat Feb 02 06:46:03 +0000 2019,@CNN,0.278,0.602,0.12,A former youth care worker has been sentenced to 19 years in prison for sexually abusing teenage boys at a migrant… https://t.co/zKrxZiyZW0,75
0.25,Sat Feb 02 06:31:00 +0000 2019,@CNN,0.0,0.889,0.111,Massachusetts Institute of Technology engineers have developed a robot that plays Jenga using technology they say c… https://t.co/MhXvfW9Mhv,76
0.0,Sat Feb 02 06:16:04 +0000 2019,@CNN,0.0,1.0,0.0,"People in the Philippines spend the most time online, a new global report finds https://t.co/dMfgwLucTl https://t.co/LqVZCQbsL2",77
0.5994,Sat Feb 02 06:08:00 +0000 2019,@CNN,0.0,0.822,0.178,Heading to Atlanta for the Super Bowl? Here are some of the most photo-worthy spots around the city.… https://t.co/62j5BS6nat,78
-0.7579,Sat Feb 02 06:01:07 +0000 2019,@CNN,0.349,0.651,0.0,"A lawsuit accuses President Trump, his three eldest children and his company of collaborating with a fraudulent mar… https://t.co/wktO7V4uyH",79
0.0,Sat Feb 02 05:46:04 +0000 2019,@CNN,0.0,1.0,0.0,"A company that counts former Blackwater CEO Erik Prince among its investors said it plans to build a ""training cent… https://t.co/IdS42qGFQQ",80
0.0,Sat Feb 02 05:41:05 +0000 2019,@CNN,0.0,1.0,0.0,"The White House reversed a decision to replace the Education Department's acting inspector general on Friday, two d… https://t.co/DWdy0GZ4gw",81
0.3182,Sat Feb 02 05:31:00 +0000 2019,@CNN,0.0,0.892,0.108,Foxconn says it's sticking to its original plan of making flat screen panels at a new plant in Wisconsin following… https://t.co/sUQIY353do,82
-0.128,Sat Feb 02 05:16:04 +0000 2019,@CNN,0.26,0.565,0.175,US intelligence warns China is using student spies to steal secrets https://t.co/5SSy4GvcGv https://t.co/WNUMqbvKeb,83
-0.5994,Sat Feb 02 05:08:06 +0000 2019,@CNN,0.231,0.769,0.0,A Democrat and Republican have proposed a bill that would make animal cruelty a federal felony… https://t.co/qebdP3RNlK,84
0.0,Sat Feb 02 05:01:05 +0000 2019,@CNN,0.0,1.0,0.0,"BTS' V dropped a new solo single titled ""Scenery."" The K-pop artist self-composed the five-minute ballad, which fea… https://t.co/NUr8jqLK9L",85
0.7506,Sat Feb 02 04:51:04 +0000 2019,@CNN,0.0,0.738,0.262,The Washington Post will air a commercial during the Super Bowl on Sunday paying tribute to the importance of journ… https://t.co/MtQQ92kkMW,86
0.6808,Sat Feb 02 04:44:53 +0000 2019,@CNN,0.0,0.694,0.306,"RT @CNNTonight: Presidential candidate Julian Castro: ""There's the opportunity to understand and accept [Northam's] apology. But I also bel…",87
-0.3818,Sat Feb 02 04:44:45 +0000 2019,@CNN,0.106,0.894,0.0,"RT @AC360: ""The President needs to get off this kick of declaring an emergency declaration,"" says former Rep. Charlie Dent. ""That would abs…",88
0.3182,Sat Feb 02 04:44:21 +0000 2019,@CNN,0.09,0.754,0.156,A congressional aide who was key in crafting the controversial Republican House Intelligence Committee memo that ac… https://t.co/CajtjM9TFu,89
0.5106,Sat Feb 02 04:34:08 +0000 2019,@CNN,0.0,0.87,0.13,"RT @AC360: Howard Dean says the Democrats need a presidential candidate that is ""strong enough to stand up to Trump without making him the…",90
0.0,Sat Feb 02 04:34:04 +0000 2019,@CNN,0.0,1.0,0.0,"RT @AC360: Former US Secretary of State Madeleine Albright says she is ""concerned"" with President Trump suspending the nuclear arms treaty…",91
0.6124,Sat Feb 02 04:33:13 +0000 2019,@CNN,0.086,0.683,0.23,"The usual Super Bowl suspects like Coke, Pepsi, Pringles and Doritos are back with new ads that feature a host of c… https://t.co/DRzprCfiga",92
0.0,Sat Feb 02 04:31:05 +0000 2019,@CNN,0.0,1.0,0.0,The Trump administration defended its efforts to identify and reunify migrant children who had been separated from… https://t.co/XzsHa9Fdus,93
0.0,Sat Feb 02 04:29:27 +0000 2019,@CNN,0.0,1.0,0.0,"London's Gatwick Airport is testing out an electric, autonomous robot named Stan that parks customers' cars for the… https://t.co/nmQz9C9hzp",94
0.1779,Sat Feb 02 04:25:12 +0000 2019,@CNN,0.0,0.922,0.078,"RT @CNNBusiness: Apple, Facebook, Amazon, Tesla -- Some of the world's biggest companies reported earnings this week. Here's how the market…",95
-0.296,Sat Feb 02 04:16:03 +0000 2019,@CNN,0.099,0.901,0.0,Football fans see it almost every year: A team's season coming to an end because of a missed field goal. Kickers ar… https://t.co/ksgwTxIbDd,96
-0.6124,Sat Feb 02 04:08:29 +0000 2019,@CNN,0.148,0.852,0.0,"RT @CNNTonight: ""Democrats who have called out President Trump for his racist remarks cannot try to sweep this one under the rug just becau…",97
-0.046,Sat Feb 02 04:08:19 +0000 2019,@CNN,0.056,0.944,0.0,"RT @AC360: ""I think this has been, kind of, frankly, somewhat of a silly, rhetorical exercise."" - @RepMichaelWaltz, on what to call Trump's…",98
0.0,Sat Feb 02 04:01:06 +0000 2019,@CNN,0.0,1.0,0.0,The US Census Bureau said it will move forward with plans to test a citizenship question in a nationwide survey thi… https://t.co/K5MlyOVlJ9,99
0.0,Thu Nov 08 19:18:44 +0000 2018,@FoxNews,0.0,1.0,0.0,BREAKING: Federal appeals court rules against Trump administration on DACA https://t.co/KHnrNvEKAM,0
-0.6124,Thu Nov 08 17:02:25 +0000 2018,@FoxNews,0.269,0.615,0.115,"Breaking News: Grand jury indicts captain of Missouri duck boat that sank in severe weather, killing 17 people https://t.co/ffOOgzRwdo",1
-0.7783,Thu Nov 08 15:14:45 +0000 2018,@FoxNews,0.362,0.638,0.0,"JUST IN: Police identify gunman who opened fire inside California bar, killing 12 https://t.co/PvITYr54AX",2
0.7906,Thu Nov 08 14:22:51 +0000 2018,@FoxNews,0.0,0.611,0.389,JUST IN: Supreme Court Justice Ruth Bader Ginsburg fractures 3 ribs in fall https://t.co/9UM9hKTz4m,3
-0.6369,Thu Nov 08 13:43:25 +0000 2018,@FoxNews,0.167,0.833,0.0,"Sgt. Ron Helus was fatally shot when he responded to the mass shooting on Nov. 7 at a bar in Thousand Oaks, Califor… https://t.co/vOH3OWPN5S",4
-0.6597,Thu Nov 08 13:35:03 +0000 2018,@FoxNews,0.328,0.672,0.0,Tom Homan: “It’s a tragedy each and every time.” https://t.co/dMV68Hfdz0 https://t.co/hrq51VJg7x,5
-0.34,Thu Nov 08 13:22:27 +0000 2018,@FoxNews,0.138,0.862,0.0,"People walk away from the scene in Thousand Oaks, Calif. where a gunman opened fire Wednesday.… https://t.co/O3Oo2iLL8O",6
0.0,Thu Nov 08 12:56:20 +0000 2018,@FoxNews,0.0,1.0,0.0,Teylor Whittler describes what she witnessed at California bar shooting https://t.co/dMV68Hfdz0 https://t.co/YznTZgQoYY,7
0.0,Thu Nov 08 12:37:05 +0000 2018,@FoxNews,0.0,1.0,0.0,"An FBI agent talks to a potential witness as they stand near the scene in Thousand Oaks, Calif. where a gunman open… https://t.co/7QOmXNTYM0",8
-0.34,Thu Nov 08 12:25:14 +0000 2018,@FoxNews,0.13,0.87,0.0,Ventura County Fire Department Captain Stan Ziegler: “Hundreds of first responders responded initially to the scene… https://t.co/o4gArhmy4e,9
0.0258,Thu Nov 08 12:06:14 +0000 2018,@FoxNews,0.1,0.795,0.105,"People comfort each other as they stand near the scene in Thousand Oaks, Calif. where a gunman opened fire during a… https://t.co/wPI4XSpirC",10
-0.6486,Thu Nov 08 11:54:22 +0000 2018,@FoxNews,0.264,0.736,0.0,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/dMV68Hfdz0 https://t.co/WvjarPpwPV",11
-0.6486,Thu Nov 08 11:38:17 +0000 2018,@FoxNews,0.281,0.719,0.0,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/GqI77wMuYZ",12
0.0,Thu Nov 08 11:32:26 +0000 2018,@FoxNews,0.0,1.0,0.0,"Sheriff's deputies speak to potential witnesses as they stand near the scene in Thousand Oaks, Calif., where a gunm… https://t.co/jPE8k9oQHr",13
-0.6486,Thu Nov 08 11:26:46 +0000 2018,@FoxNews,0.323,0.677,0.0,13 dead in country music bar including gunman https://t.co/PvITYr54AX https://t.co/UURBIatqte,14
-0.6486,Thu Nov 08 11:18:08 +0000 2018,@FoxNews,0.281,0.719,0.0,"12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/PvITYr54AX https://t.co/o8Nf8WuJcZ",15
-0.6486,Thu Nov 08 11:13:32 +0000 2018,@FoxNews,0.235,0.765,0.0,"Breaking News: At least 12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/u6sVxdzHq5",16
0.0,Thu Nov 08 11:12:14 +0000 2018,@FoxNews,0.0,1.0,0.0,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cQ9uxkjUIK,17
0.0,Thu Nov 08 10:53:33 +0000 2018,@FoxNews,0.0,1.0,0.0,"Authorities deliver an update on the shooting in Thousand Oaks, California. (Courtesy: KABC) https://t.co/BtGxxIfNx5",18
0.0,Thu Nov 08 10:36:12 +0000 2018,@FoxNews,0.0,1.0,0.0,Pastor Dimas Salaberrios on California shooting: “My immediate thoughts go out to the families. Because what’s happ… https://t.co/iowf5VOL2l,19
0.4767,Thu Nov 08 10:30:40 +0000 2018,@FoxNews,0.0,0.78,0.22,"Las Vegas shooting survivors were inside Thousand Oaks bar, friends say https://t.co/nW9TLTON9n",20
-0.6486,Thu Nov 08 10:24:08 +0000 2018,@FoxNews,0.235,0.765,0.0,"UPDATE: At least 11 wounded in shooting at California bar, gunman dead, police say https://t.co/awRowfbeRy",21
-0.6486,Thu Nov 08 10:16:43 +0000 2018,@FoxNews,0.381,0.619,0.0,Authorities confirm gunman is dead @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/a2EIH1EWmA,22
-0.3182,Thu Nov 08 10:10:46 +0000 2018,@FoxNews,0.108,0.892,0.0,Ventura County Sheriff’s Office Captain Garo Kuredjian: “I don’t know what the condition of any of the victims are… https://t.co/96mT27WHZv,23
0.0,Thu Nov 08 10:03:44 +0000 2018,@FoxNews,0.0,1.0,0.0,"At least 11 shot, including sheriff’s deputy — Jonathan Hunt has the latest from the scene of the California shooti… https://t.co/sLzLyMsrn5",24
-0.4939,Thu Nov 08 09:54:50 +0000 2018,@FoxNews,0.286,0.714,0.0,Witnesses describe chaotic scene during Thousand Oaks shooting https://t.co/qE8RqKGjz3,25
-0.5267,Thu Nov 08 09:46:19 +0000 2018,@FoxNews,0.236,0.764,0.0,UPDATE: At least 11 people hurt in California shooting @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/RGWIkaxF4f,26
0.4019,Thu Nov 08 09:40:57 +0000 2018,@FoxNews,0.0,0.881,0.119,"Daniel Hoffman on California shooting: “This still an active shooter scene, and the focus is on dealing with that a… https://t.co/PiwHhe5HuX",27
0.4939,Thu Nov 08 09:31:36 +0000 2018,@FoxNews,0.0,0.856,0.144,"Former Las Vegas Metro Police Lt. Randy Sutton: “Those who respond to this show incredible bravery, because they ar… https://t.co/idcJJuVRMP",28
0.0,Thu Nov 08 09:25:02 +0000 2018,@FoxNews,0.0,1.0,0.0,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL",29
0.0,Thu Nov 08 09:18:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",30
0.0,Thu Nov 08 09:10:00 +0000 2018,@FoxNews,0.0,1.0,0.0,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,31
0.2006,Thu Nov 08 09:01:00 +0000 2018,@FoxNews,0.091,0.783,0.126,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,32
-0.4404,Thu Nov 08 09:00:00 +0000 2018,@FoxNews,0.218,0.782,0.0,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",33
-0.4939,Thu Nov 08 08:51:00 +0000 2018,@FoxNews,0.344,0.44,0.216,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",34
0.0,Thu Nov 08 08:41:00 +0000 2018,@FoxNews,0.0,1.0,0.0,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,35
0.4939,Thu Nov 08 08:31:00 +0000 2018,@FoxNews,0.0,0.842,0.158,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",36
0.5106,Thu Nov 08 08:21:00 +0000 2018,@FoxNews,0.0,0.845,0.155,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",37
0.2263,Thu Nov 08 08:06:00 +0000 2018,@FoxNews,0.124,0.69,0.186,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,38
0.7096,Thu Nov 08 08:01:00 +0000 2018,@FoxNews,0.0,0.704,0.296,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",39
0.5719,Thu Nov 08 07:51:00 +0000 2018,@FoxNews,0.0,0.793,0.207,"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",40
-0.7351,Thu Nov 08 07:41:00 +0000 2018,@FoxNews,0.279,0.721,0.0,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",41
-0.4215,Thu Nov 08 07:31:00 +0000 2018,@FoxNews,0.286,0.714,0.0,Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,42
0.7964,Thu Nov 08 07:21:00 +0000 2018,@FoxNews,0.0,0.717,0.283,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",43
0.4404,Thu Nov 08 07:16:00 +0000 2018,@FoxNews,0.0,0.707,0.293,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,44
-0.4767,Thu Nov 08 07:11:00 +0000 2018,@FoxNews,0.307,0.693,0.0,Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,45
0.0772,Thu Nov 08 07:01:00 +0000 2018,@FoxNews,0.0,0.939,0.061,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",46
0.0,Thu Nov 08 06:51:00 +0000 2018,@FoxNews,0.0,1.0,0.0,.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,47
0.0,Thu Nov 08 06:41:00 +0000 2018,@FoxNews,0.0,1.0,0.0,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,48
-0.5423,Thu Nov 08 06:36:00 +0000 2018,@FoxNews,0.171,0.829,0.0,".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",49
0.0,Thu Nov 08 06:31:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",50
0.2006,Thu Nov 08 06:21:00 +0000 2018,@FoxNews,0.091,0.783,0.126,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,51
-0.34,Thu Nov 08 06:11:00 +0000 2018,@FoxNews,0.167,0.833,0.0,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",52
0.0,Thu Nov 08 06:01:00 +0000 2018,@FoxNews,0.0,1.0,0.0,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,53
-0.5719,Thu Nov 08 05:51:00 +0000 2018,@FoxNews,0.217,0.783,0.0,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",54
0.3182,Thu Nov 08 05:41:00 +0000 2018,@FoxNews,0.088,0.72,0.192,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",55
0.0,Thu Nov 08 05:31:00 +0000 2018,@FoxNews,0.0,1.0,0.0,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,56
0.0,Thu Nov 08 05:26:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",57
0.6841,Thu Nov 08 05:21:01 +0000 2018,@FoxNews,0.099,0.603,0.298,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",58
0.0,Thu Nov 08 05:11:00 +0000 2018,@FoxNews,0.0,1.0,0.0,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,59
0.0,Thu Nov 08 05:01:00 +0000 2018,@FoxNews,0.0,1.0,0.0,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/FdLczQZN4g,60
0.0,Thu Nov 08 04:55:00 +0000 2018,@FoxNews,0.0,1.0,0.0,Former US Attorney Harry Litman on Whitaker &amp; Mueller probe: “I think most people think it’s unlikely that he would… https://t.co/6W1eHbZ7zZ,61
0.296,Thu Nov 08 04:50:00 +0000 2018,@FoxNews,0.0,0.896,0.104,Pete Davidson's 'SNL' castmate Kenan Thompson talks Dan Crenshaw joke: 'They are figuring out a way to right that w… https://t.co/MlIJF907FK,62
0.7096,Thu Nov 08 04:45:00 +0000 2018,@FoxNews,0.0,0.704,0.296,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/lqmOqmHcJZ",63
0.0,Thu Nov 08 04:35:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Tom Dupree on Acting Attorney General Matthew Whitaker: “Calls for him to recuse from Russia, I think, are meritles… https://t.co/74TWeQngjg",64
-0.1531,Thu Nov 08 04:25:00 +0000 2018,@FoxNews,0.127,0.873,0.0,"Cabinet shakeup expected after @jeffsessions pushed out, @edhenry reports @foxnewsnight https://t.co/6UTwyCpZRV https://t.co/MY7kH6s4T7",65
-0.296,Thu Nov 08 04:14:15 +0000 2018,@FoxNews,0.155,0.845,0.0,"New reactions to Sessions resignation, Catherine Herridge has the story @foxnewsnight https://t.co/6UTwyCHBgv https://t.co/FaiATyMSgC",66
-0.4939,Thu Nov 08 04:05:00 +0000 2018,@FoxNews,0.225,0.775,0.0,MLB star @Bharper3407 rejects $300M offer from Nationals: Reports (via @FoxBusiness) https://t.co/Bgfoyi7fNH,67
-0.5574,Thu Nov 08 03:55:00 +0000 2018,@FoxNews,0.265,0.735,0.0,Doug Schoen: Trump shouldn’t have fired Jeff Sessions – here’s why https://t.co/0ITTpZyqyx,68
0.5106,Thu Nov 08 03:52:26 +0000 2018,@FoxNews,0.0,0.845,0.155,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/3eoxyIurd3",69
0.0,Thu Nov 08 03:48:00 +0000 2018,@FoxNews,0.0,1.0,0.0,‘Brady Bunch’ cast to take part in TV home’s renovation: report https://t.co/rebtV4qkql,70
-0.296,Thu Nov 08 03:42:00 +0000 2018,@FoxNews,0.196,0.804,0.0,".@TuckerCarlson: Dems' Election Message Was All 'Trump', No Substance https://t.co/CscvHQkfAX",71
-0.2023,Thu Nov 08 03:35:00 +0000 2018,@FoxNews,0.122,0.878,0.0,"11-year-old in North Carolina charged with putting needles in Halloween candy, police say https://t.co/Dm3F07wpIt",72
0.5106,Thu Nov 08 03:29:00 +0000 2018,@FoxNews,0.0,0.798,0.202,Rhino rescue? Scientists may hold key to saving northern white rhinoceros from extinction  https://t.co/VUifTtCbTk,73
0.0,Thu Nov 08 03:23:02 +0000 2018,@FoxNews,0.0,1.0,0.0,"RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/CLNOuNnGNo",74
0.0,Thu Nov 08 03:23:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Democrat Colin Allred, who unseated Rep. Pete Sessions, won't say if he'll back Pelosi https://t.co/mNox8bKgiA",75
0.0,Thu Nov 08 03:16:01 +0000 2018,@FoxNews,0.0,1.0,0.0,Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a,76
0.4939,Thu Nov 08 03:11:00 +0000 2018,@FoxNews,0.0,0.842,0.158,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/xF54bEhvOA",77
-0.0772,Thu Nov 08 03:04:00 +0000 2018,@FoxNews,0.191,0.638,0.17,Woman finds her diamond before proposal and 'ring shames' herself https://t.co/uoLHUxHeBD,78
-0.4215,Thu Nov 08 03:01:47 +0000 2018,@FoxNews,0.257,0.743,0.0,McDonald's customers’ $5M lawsuit over unwanted Quarter Pounder cheese dismissed by judge https://t.co/yBEvL4cAFK,79
0.0,Thu Nov 08 02:46:10 +0000 2018,@FoxNews,0.0,1.0,0.0,Trump neuters ObamaCare birth control coverage mandate with limits on plans covering abortion https://t.co/ZXX1uDaqXl,80
0.4939,Thu Nov 08 02:38:00 +0000 2018,@FoxNews,0.0,0.856,0.144,The New York Police Department gathered about 20 saluting officers and held an aviation flyover to honor an Emergen… https://t.co/AUnS1mBlzM,81
